date,city,temperature (C)
2023-09-07,San Diego,15.0
2023-12-07,Austin,28.1
,Austin,7.0
2023-05-14,New York,28.5
2023-07-12,New York,
2023-01-14,Austin,
2023-06-16,Seattle,26.0
2023-05-05,Austin,25.1
2023-08-12,San Diego,12.6
2023-11-05,Phoenix,5.1
2023-03-29,New York,4.9
2023-03-02,New York,29.9
2023-03-04,Austin,18.5
2023-07-12,New York,25.4
2023-12-05,,31.9
2023-04-23,,20.3
2023-11-01,Phoenix,26.5
2023-01-11,,30.0
2023-04-30,San Diego,39.9
,Austin,
2023-08-13,Phoenix,19.2
2023-04-14,Austin,
2023-02-19,New York,27.7
2023-01-17,New York,38.5
2023-04-19,Austin,36.5
2023-12-02,Phoenix,34.2
2023-11-10,Seattle,22.2
2023-04-25,San Diego,4.0
2023-07-20,San Diego,6.0
,New York,2.7
2023-12-20,Seattle,16.5
2023-11-11,New York,12.4
2023-07-30,Phoenix,7.7
2023-03-01,New York,13.6
2023-12-14,New York,8.7
2023-02-22,Austin,38.8
2023-09-23,Phoenix,3.7
2023-05-01,Austin,10.7
2023-06-26,San Diego,
2023-02-06,,31.3
2023-02-03,Seattle,6.0
2023-10-18,San Diego,3.4
2023-02-27,San Diego,27.9
2023-01-26,Austin,12.6
2023-12-11,Phoenix,9.9
2023-07-26,Seattle,32.9
2023-11-29,,12.4
2023-07-07,Seattle,7.4
2023-12-21,San Diego,13.9
2023-01-29,Phoenix,22.9
2023-08-13,,0.1
2023-10-20,Austin,
2023-03-03,Austin,9.1
2023-05-17,New York,18.0
2023-11-11,Phoenix,18.2
2023-07-24,Austin,19.4
2023-08-31,New York,3.8
,New York,30.0
2023-06-26,San Diego,8.2
2023-01-31,Austin,8.0
2023-12-26,Phoenix,
2023-03-25,Phoenix,9.0
2023-12-30,San Diego,31.4
2023-08-13,Phoenix,35.4
2023-01-09,San Diego,6.3
2023-08-24,Seattle,
2023-02-23,Austin,26.7
2023-09-13,Phoenix,34.6
2023-09-15,Phoenix,30.6
2023-12-09,Seattle,
2023-01-15,Phoenix,38.6
2023-10-18,New York,
2023-11-10,,23.3
2023-02-21,Phoenix,2.9
2023-09-02,New York,9.1
2023-03-15,Phoenix,25.0
2023-04-05,,2.6
2023-04-23,Austin,
2023-11-27,San Diego,27.2
,Seattle,12.6
2023-11-02,Phoenix,15.7
2023-02-07,San Diego,36.7
,New York,4.9
2023-12-23,New York,15.4
2023-12-02,Phoenix,6.8
2023-07-08,New York,34.7
2023-07-05,Phoenix,7.8
2023-08-05,New York,13.1
2023-03-14,Seattle,8.2
2023-08-20,,33.4
2023-06-08,New York,37.4
2023-03-03,Phoenix,5.8
2023-01-07,Austin,1.6
2023-06-12,New York,25.4
2023-01-23,,25.2
2023-10-13,,20.1
2023-11-22,Phoenix,20.9
2023-12-17,New York,9.7
2023-11-14,San Diego,4.3
2023-06-09,New York,33.5
2023-07-01,New York,3.7
2023-10-31,Austin,5.4
2023-05-20,Austin,2.8
,New York,24.7
,New York,
2023-01-11,New York,34.6
,Seattle,21.8
2023-09-23,Austin,
2023-10-13,Austin,25.1
,Phoenix,
,Austin,
2023-01-16,Austin,
2023-05-20,Seattle,11.5
2023-11-22,Phoenix,0.6
2023-04-07,Austin,39.1
2023-12-21,New York,11.6
2023-01-18,New York,0.5
2023-05-02,New York,
2023-01-08,,24.4
,Seattle,
2023-09-05,,15.8
2023-08-18,Phoenix,12.4
2023-07-18,New York,24.7
2023-04-21,Phoenix,14.3
2023-09-27,New York,30.3
2023-12-22,San Diego,34.6
2023-05-02,,15.4
2023-08-13,New York,
2023-07-06,Phoenix,14.6
2023-01-14,Seattle,20.5
2023-05-06,New York,19.4
2023-10-29,Austin,33.3
2023-07-04,Seattle,39.9
,Seattle,10.9
,New York,8.2
2023-09-10,,29.0
2023-06-05,Austin,36.9
2023-03-20,Seattle,32.1
2023-01-23,Seattle,15.1
2023-02-26,New York,13.6
,Phoenix,6.9
2023-07-12,Austin,6.9
2023-02-14,San Diego,27.0
2023-10-14,Phoenix,10.1
2023-11-14,New York,2.1
2023-04-01,San Diego,11.3
2023-01-06,New York,12.6
2023-04-21,Seattle,24.2
2023-11-09,Phoenix,5.5
2023-10-22,New York,40.0
2023-10-29,New York,25.4
2023-10-22,San Diego,21.3
2023-08-03,Phoenix,28.8
2023-09-24,Phoenix,0.3
2023-01-12,,
2023-01-11,Seattle,
2023-03-12,Phoenix,
,Austin,15.0
2023-04-12,Seattle,1.2
2023-12-22,New York,9.9
2023-07-04,Austin,4.7
2023-02-20,San Diego,9.6
,San Diego,14.4
2023-11-02,San Diego,19.4
2023-07-28,New York,9.0
2023-04-28,,20.1
2023-03-09,Phoenix,16.3
2023-04-21,New York,25.8
2023-07-08,Phoenix,34.1
2023-04-30,Seattle,39.1
2023-07-03,Phoenix,
,Austin,27.7
2023-05-24,Seattle,39.0
2023-06-17,Seattle,22.6
2023-05-02,San Diego,19.7
2023-01-05,,13.2
2023-10-03,Phoenix,4.6
2023-01-06,Seattle,29.6
2023-03-31,Phoenix,27.4
,San Diego,22.5
2023-03-08,New York,32.5
2023-07-18,New York,26.7
2023-04-21,Phoenix,2.3
2023-01-02,Seattle,28.7
2023-10-24,Seattle,6.7
2023-12-26,Phoenix,17.2
2023-05-27,Phoenix,22.0
2023-06-15,San Diego,35.6
2023-05-02,Seattle,11.2
2023-02-18,Phoenix,5.2
2023-04-02,New York,13.8
2023-01-20,San Diego,7.7
2023-09-27,San Diego,7.7
2023-11-21,New York,26.9
2023-07-06,Phoenix,5.4
2023-10-29,Austin,8.8
2023-03-13,Seattle,
2023-01-06,Austin,9.6
2023-01-05,Seattle,33.7
2023-09-04,New York,19.4
2023-08-13,,3.8
,Phoenix,
2023-01-06,New York,5.8
2023-12-14,San Diego,7.7
2023-03-14,Seattle,36.6
2023-08-11,Seattle,23.3
2023-06-28,San Diego,21.9
2023-07-20,Austin,
,San Diego,38.5
2023-09-25,San Diego,22.0
2023-08-10,San Diego,1.7
2023-01-08,,9.4
2023-09-24,,19.3
2023-03-16,New York,17.0
2023-04-13,,33.0
2023-04-30,Phoenix,14.7
2023-09-02,Phoenix,24.8
2023-08-05,Austin,18.1
2023-09-14,Seattle,33.4
2023-12-21,Seattle,12.9
2023-10-04,Seattle,14.1
2023-11-07,San Diego,15.9
2023-11-16,New York,32.7
2023-02-02,Phoenix,8.5
2023-02-05,New York,38.3
2023-02-26,Austin,13.4
2023-11-28,Phoenix,31.4
2023-06-24,Phoenix,14.7
2023-11-04,New York,8.2
2023-11-27,,35.5
2023-09-19,Seattle,15.9
2023-03-03,Seattle,17.4
2023-04-23,Seattle,23.7
2023-09-27,San Diego,16.2
2023-09-03,New York,28.5
2023-10-04,Seattle,38.8
2023-10-24,San Diego,21.5
2023-03-01,San Diego,29.8
2023-04-07,Austin,26.1
2023-12-04,Phoenix,17.2
2023-06-29,New York,31.1
2023-10-18,New York,36.9
2023-08-31,Seattle,19.4
,San Diego,11.7
2023-03-19,Phoenix,
2023-05-25,Seattle,19.5
2023-08-18,Austin,29.5
2023-12-13,Phoenix,8.5
2023-04-03,Phoenix,30.9
2023-09-18,New York,16.9
2023-04-25,San Diego,
2023-04-25,Austin,4.2
2023-08-21,,29.9
2023-10-19,New York,26.3
2023-07-06,Austin,10.9
2023-02-10,Seattle,37.4
2023-01-19,Phoenix,36.0
2023-04-08,,37.3
2023-09-15,New York,14.0
2023-08-03,Austin,0.7
2023-08-13,New York,23.4
2023-03-12,San Diego,7.4
2023-05-16,Austin,
2023-08-23,Phoenix,31.1
2023-11-18,Austin,9.3
2023-12-14,,20.5
2023-03-06,New York,12.5
2023-05-11,Seattle,38.8
2023-01-29,New York,38.6
2023-09-04,Austin,27.4
2023-03-08,Phoenix,32.1
2023-05-11,,10.3
2023-11-04,New York,27.7
2023-09-14,San Diego,0.6
2023-05-11,San Diego,39.7
,San Diego,30.6
2023-08-18,,24.1
2023-07-26,New York,25.1
2023-11-27,New York,20.5
2023-04-07,San Diego,29.7
2023-07-11,New York,13.2
2023-06-12,Austin,12.3
2023-09-14,Phoenix,13.2
,New York,35.9
2023-12-18,Phoenix,0.2
2023-12-30,Austin,28.2
2023-11-28,,29.9
,New York,35.9
2023-02-23,,23.8
2023-08-25,Phoenix,10.2
2023-03-11,San Diego,7.4
,Phoenix,0.3
2023-03-25,Seattle,17.8
2023-01-13,New York,0.7
,Phoenix,1.9
,New York,20.4
2023-05-12,Seattle,37.8
,Seattle,2.9
2023-09-06,Austin,11.0
2023-01-22,Seattle,26.0
2023-06-09,New York,8.7
,Seattle,24.2
2023-08-15,Austin,0.0
2023-04-07,Seattle,
,Austin,
,San Diego,
2023-04-06,,34.8
2023-10-08,Phoenix,36.6
2023-11-15,,21.8
2023-09-03,New York,39.0
2023-04-26,San Diego,15.5
2023-10-23,Phoenix,31.3
2023-02-18,Austin,16.8
2023-10-28,New York,23.9
2023-06-19,Austin,22.8
2023-06-03,New York,26.5
2023-03-29,New York,21.2
2023-01-21,New York,5.8
2023-08-09,San Diego,38.3
2023-09-20,Austin,33.4
2023-10-17,Phoenix,37.9
2023-01-10,San Diego,13.9
2023-11-17,Phoenix,6.0
2023-03-28,Seattle,20.4
2023-05-29,Seattle,
2023-08-26,Seattle,
2023-06-16,Seattle,22.9
2023-01-21,Phoenix,14.6
,San Diego,34.0
2023-12-14,Phoenix,20.6
,Austin,38.4
2023-05-12,San Diego,
2023-10-11,San Diego,37.6
2023-12-16,,35.5
2023-03-26,San Diego,6.3
2023-02-21,Phoenix,
2023-03-18,San Diego,17.5
2023-04-11,San Diego,24.6
2023-01-02,Seattle,28.7
2023-04-22,New York,22.8
2023-05-05,San Diego,
2023-11-11,Austin,1.2
2023-08-18,Seattle,35.1
,New York,22.9
2023-04-18,Phoenix,39.1
,Seattle,
2023-06-03,,31.7
,Austin,9.2
2023-03-11,Austin,11.4
2023-12-13,Seattle,12.1
2023-11-01,Phoenix,27.0
2023-10-21,Austin,38.9
2023-07-21,Austin,39.7
2023-09-22,New York,14.8
2023-03-18,Phoenix,34.6
2023-10-07,San Diego,16.5
2023-07-19,San Diego,23.9
2023-03-13,Phoenix,10.9
2023-01-23,Seattle,28.6
2023-07-20,Phoenix,10.6
2023-10-24,New York,26.9
,New York,26.6
2023-07-28,Seattle,36.5
2023-09-06,Seattle,13.5
2023-11-18,San Diego,5.2
,Phoenix,21.0
2023-07-15,Seattle,3.9
2023-06-01,Phoenix,33.4
2023-04-28,Seattle,39.5
2023-03-16,Phoenix,
2023-11-16,Austin,26.4
2023-03-23,New York,0.8
2023-12-02,Phoenix,
2023-09-06,Austin,35.3
2023-10-02,Phoenix,34.7
2023-06-20,Austin,15.7
2023-03-27,Seattle,2.5
2023-02-25,San Diego,13.1
2023-04-27,New York,5.9
,Phoenix,23.3
2023-02-01,Seattle,29.2
2023-01-28,,26.4
2023-08-26,,
,New York,27.8
2023-06-18,San Diego,35.4
2023-03-06,Austin,20.9
2023-01-21,San Diego,33.4
2023-11-21,Austin,6.0
2023-07-03,New York,29.3
2023-08-30,Phoenix,4.4
2023-10-12,,1.5
,Phoenix,39.0
2023-03-12,San Diego,27.7
2023-02-26,Seattle,
2023-03-08,Phoenix,33.9
2023-01-22,Seattle,17.3
2023-11-15,Phoenix,3.2
2023-03-16,Phoenix,15.3
2023-04-21,New York,12.9
2023-12-21,Austin,14.2
2023-09-02,San Diego,39.7
2023-11-18,San Diego,2.7
2023-11-21,Phoenix,10.2
2023-04-09,San Diego,19.9
2023-12-25,Seattle,24.8
2023-03-26,Phoenix,35.1
2023-08-21,Seattle,32.0
2023-05-10,New York,6.7
2023-05-14,San Diego,
,New York,27.2
2023-05-16,Austin,25.1
2023-10-10,New York,37.8
2023-02-10,Seattle,36.8
2023-07-07,San Diego,21.1
2023-08-18,San Diego,31.9
2023-08-21,,14.7
2023-06-14,New York,
2023-05-15,Seattle,17.0
2023-12-29,Seattle,0.6
2023-04-06,Austin,
2023-06-25,New York,8.4
2023-09-21,New York,11.3
2023-06-13,New York,27.5
2023-06-02,Austin,39.1
2023-02-15,San Diego,23.0
2023-01-20,New York,28.7
2023-12-10,San Diego,31.1
2023-10-23,San Diego,10.8
2023-12-05,Phoenix,38.5
2023-09-17,Seattle,2.5
,Austin,5.9
2023-01-06,Seattle,20.4
2023-10-17,,15.6
2023-12-15,Austin,14.2
2023-04-05,Austin,31.0
2023-08-20,Phoenix,16.3
2023-02-27,,4.9
2023-04-20,San Diego,17.5
2023-05-06,Austin,2.9
,New York,15.5
2023-07-17,Phoenix,35.1
2023-07-08,Austin,26.8
2023-02-21,New York,26.1
2023-02-27,Austin,31.5
2023-04-04,Phoenix,19.0
2023-06-12,Seattle,14.9
2023-08-17,Phoenix,7.1
2023-07-06,Seattle,33.3
2023-01-08,,35.4
2023-12-06,New York,9.0
2023-02-18,Seattle,35.9
2023-07-26,New York,30.7
2023-10-19,San Diego,
2023-01-06,Phoenix,
2023-03-31,San Diego,
2023-06-02,Phoenix,39.2
2023-07-26,Austin,8.3
2023-08-16,Seattle,26.4
2023-11-30,San Diego,1.8
2023-08-02,Seattle,32.7
2023-02-12,Austin,29.5
2023-08-29,San Diego,26.8
,New York,10.2
2023-11-11,New York,2.0
2023-08-13,,28.5
2023-04-21,,7.3
2023-04-19,Phoenix,32.8
2023-09-02,San Diego,8.6
2023-08-06,San Diego,29.2
2023-09-30,Austin,1.9
2023-09-19,New York,11.7
2023-05-24,New York,14.7
2023-08-24,Austin,21.2
,Phoenix,8.7
2023-07-22,Seattle,19.7
2023-12-29,New York,19.9
2023-11-25,Austin,23.5
,Phoenix,21.4
2023-08-23,San Diego,15.1
2023-05-21,Phoenix,5.8
2023-03-01,New York,3.3
2023-05-16,San Diego,
2023-02-12,San Diego,2.3
2023-09-25,New York,35.8
,New York,15.8
2023-01-16,Seattle,9.0
2023-03-27,,24.1
2023-10-31,San Diego,
2023-07-31,Seattle,
2023-06-24,Seattle,21.0
2023-03-12,San Diego,39.6
2023-10-02,,8.1
2023-09-23,Phoenix,37.0
2023-05-19,Phoenix,29.5
2023-10-30,New York,32.2
2023-01-20,Austin,32.0
2023-10-16,,18.9
2023-06-22,,17.6
2023-02-12,Austin,15.5
2023-03-30,Seattle,14.4
2023-04-02,Phoenix,28.1
2023-06-10,Austin,30.0
,Austin,14.7
2023-04-04,San Diego,14.6
2023-05-24,Phoenix,5.9
2023-09-04,San Diego,28.9
2023-11-14,San Diego,0.7
2023-06-02,Austin,15.5
2023-04-11,Austin,26.1
2023-05-28,Seattle,39.2
2023-09-11,Phoenix,
,San Diego,
2023-06-03,San Diego,13.4
2023-12-03,Seattle,11.5
2023-12-08,New York,
2023-10-02,Phoenix,26.7
2023-10-06,Phoenix,
2023-12-06,San Diego,8.0
2023-07-05,San Diego,24.8
2023-09-19,Phoenix,4.9
,Austin,36.1
2023-02-14,Seattle,38.6
2023-07-10,Phoenix,24.2
2023-02-14,Seattle,5.8
2023-10-14,Phoenix,27.2
2023-01-29,Seattle,
2023-12-11,,26.7
2023-07-20,Phoenix,13.9
2023-10-23,Austin,15.5
2023-04-27,San Diego,15.6
2023-10-04,New York,34.7
,Austin,17.4
2023-03-02,Seattle,4.6
2023-09-19,New York,9.0
2023-04-28,Seattle,17.5
2023-01-30,Seattle,9.5
2023-09-01,San Diego,35.1
2023-07-07,San Diego,18.0
2023-11-18,Seattle,20.0
2023-09-18,Seattle,6.9
2023-11-01,Seattle,33.3
2023-02-07,San Diego,5.4
2023-02-12,San Diego,12.9
,,16.5
2023-06-19,Austin,14.3
2023-10-07,Seattle,20.9
2023-04-30,Seattle,
2023-07-11,Seattle,4.1
2023-06-07,Seattle,6.9
2023-11-15,Seattle,27.6
2023-02-11,Phoenix,11.8
2023-07-27,New York,25.8
2023-06-08,San Diego,11.0
2023-03-01,Austin,8.6
2023-11-25,New York,9.3
2023-06-13,Seattle,18.9
2023-09-20,New York,31.8
2023-10-01,Phoenix,37.4
2023-10-29,Austin,24.4
2023-07-20,Austin,23.9
2023-03-21,Austin,14.4
2023-01-13,Austin,
2023-11-04,Austin,10.9
2023-05-19,Phoenix,
2023-05-31,Phoenix,34.1
2023-03-05,Phoenix,31.2
2023-07-20,Austin,10.2
2023-09-30,New York,28.0
2023-03-04,Phoenix,20.4
2023-03-15,Phoenix,8.0
2023-09-19,New York,17.2
2023-03-04,San Diego,
2023-12-08,,21.9
2023-05-26,New York,19.3
2023-06-04,New York,32.2
2023-04-29,New York,12.0
,Phoenix,3.8
2023-04-13,Austin,31.9
2023-09-04,Austin,33.8
2023-09-15,San Diego,14.4
2023-12-13,,0.3
2023-10-05,Seattle,35.8
2023-04-09,Austin,2.8
2023-07-02,Phoenix,4.5
2023-10-20,Seattle,15.2
2023-09-21,Austin,7.1
2023-06-25,San Diego,11.2
2023-08-18,Seattle,
2023-05-21,New York,22.6
2023-01-23,New York,24.1
2023-03-02,Phoenix,27.7
2023-04-10,San Diego,22.1
2023-11-04,New York,
2023-07-11,Seattle,13.7
2023-01-30,Austin,30.5
2023-08-25,San Diego,
2023-02-04,San Diego,18.7
,San Diego,9.0
2023-09-14,,12.0
2023-03-24,Phoenix,6.9
2023-12-02,New York,5.1
2023-06-26,Seattle,7.8
2023-02-19,Austin,16.1
2023-03-26,Austin,33.1
2023-01-16,Austin,29.7
,Seattle,13.6
2023-03-23,Seattle,16.6
2023-06-03,Austin,5.4
2023-06-08,New York,38.2
2023-07-29,San Diego,24.6
2023-03-06,Phoenix,22.5
2023-09-15,Seattle,29.7
2023-07-09,Seattle,
,Austin,10.4
2023-05-31,Seattle,32.8
2023-02-20,Seattle,31.7
,Seattle,21.6
,San Diego,25.9
2023-01-19,Seattle,21.3
2023-12-06,New York,37.3
2023-02-09,New York,28.8
2023-03-10,San Diego,18.1
2023-05-06,,22.8
2023-04-02,New York,6.9
2023-07-27,New York,5.1
2023-10-08,New York,21.2
2023-09-01,Phoenix,0.6
2023-05-27,New York,39.1
2023-09-13,Seattle,7.4
2023-01-31,Seattle,30.4
,Austin,10.3
2023-10-05,San Diego,17.2
2023-02-12,Austin,6.8
2023-04-19,,19.0
2023-11-19,San Diego,34.1
2023-08-24,Phoenix,4.3
,New York,28.8
2023-10-12,New York,14.9
,San Diego,2.9
2023-11-21,,26.9
,Phoenix,16.4
2023-03-11,,7.1
2023-12-21,Phoenix,30.7
2023-11-21,Seattle,28.4
2023-08-05,Seattle,
2023-12-14,,20.5
2023-08-05,,30.3
2023-07-31,Seattle,20.3
2023-09-12,New York,29.3
2023-06-11,Seattle,28.0
2023-01-30,New York,38.1
2023-01-10,,27.3
2023-10-18,New York,23.0
2023-01-17,,
2023-09-10,Phoenix,
2023-05-27,Seattle,36.2
2023-12-30,Austin,12.6
2023-05-03,,7.2
2023-03-15,San Diego,29.4
2023-06-07,Austin,30.1
2023-01-24,New York,16.2
2023-04-17,New York,7.4
2023-11-01,Phoenix,14.9
,New York,9.7
,Phoenix,26.6
2023-08-30,New York,5.3
,Seattle,25.0
,San Diego,19.7
2023-09-27,San Diego,21.4
2023-05-21,New York,16.4
2023-08-10,,32.7
2023-08-30,Austin,3.3
2023-09-22,New York,13.9
2023-10-23,Austin,2.5
2023-01-31,San Diego,39.9
2023-02-07,San Diego,35.0
,Phoenix,7.4
2023-07-31,San Diego,37.0
2023-08-07,Austin,30.4
2023-11-28,Phoenix,25.3
2023-12-15,San Diego,18.6
2023-02-13,New York,29.3
2023-11-04,Austin,10.4
2023-02-13,Seattle,36.6
2023-12-20,Phoenix,37.8
2023-11-10,Phoenix,22.8
2023-03-02,Austin,14.6
2023-05-09,Austin,2.6
2023-11-21,San Diego,16.8
2023-01-28,New York,11.4
,San Diego,3.8
2023-05-20,Phoenix,8.7
2023-10-31,San Diego,13.0
2023-01-22,San Diego,27.9
2023-02-27,San Diego,24.2
2023-02-07,Austin,30.1
2023-07-29,San Diego,28.1
2023-11-19,New York,31.7
2023-06-10,San Diego,
2023-05-31,Seattle,10.6
2023-05-05,Austin,36.4
2023-08-14,New York,
2023-04-22,Seattle,2.2
2023-10-08,San Diego,14.6
2023-03-22,Seattle,2.3
2023-09-05,Phoenix,
2023-12-29,Phoenix,39.2
2023-11-21,San Diego,36.4
2023-04-14,New York,7.7
2023-11-28,San Diego,
2023-02-19,Austin,4.4
2023-10-14,San Diego,21.2
,Austin,14.5
2023-01-06,Seattle,30.2
2023-08-16,New York,16.9
2023-04-23,,30.7
2023-11-25,New York,19.8
,San Diego,9.2
2023-01-17,Phoenix,39.0
2023-09-13,Phoenix,29.4
2023-11-23,Phoenix,
2023-12-11,Phoenix,19.8
2023-01-11,Austin,15.2
2023-11-18,,37.6
2023-05-10,New York,1.3
2023-10-27,Phoenix,27.5
2023-10-24,San Diego,
2023-02-20,Austin,
2023-03-03,Phoenix,31.0
2023-07-16,Seattle,9.8
2023-04-24,Seattle,25.8
2023-03-16,New York,32.3
,Seattle,25.1
2023-08-20,Austin,27.3
2023-04-23,New York,28.8
2023-01-21,Phoenix,18.4
2023-06-05,,35.5
2023-10-31,,15.4
2023-02-18,San Diego,33.1
2023-06-14,Seattle,7.5
2023-03-05,New York,28.8
2023-08-04,San Diego,4.7
2023-10-29,Phoenix,
,Austin,22.3
,New York,17.3
2023-03-28,Austin,31.4
2023-03-16,,33.0
2023-09-07,New York,20.4
2023-04-04,Seattle,
,Austin,5.5
2023-02-18,San Diego,
2023-04-12,New York,23.0
,Austin,13.4
2023-12-23,Phoenix,22.9
2023-10-21,New York,23.3
2023-06-08,Phoenix,31.8
2023-05-09,Seattle,33.2
2023-07-26,Seattle,0.4
2023-06-03,Seattle,32.5
,San Diego,18.2
2023-08-01,,20.7
2023-05-20,New York,39.1
2023-01-06,San Diego,17.3
2023-05-27,San Diego,6.4
2023-02-20,Phoenix,27.6
2023-03-21,,15.1
2023-07-16,New York,7.9
2023-12-10,New York,25.0
2023-08-08,Seattle,20.4
2023-06-10,San Diego,37.4
2023-10-21,Seattle,38.5
2023-02-17,Austin,37.5
2023-12-01,Seattle,
2023-11-21,New York,19.3
2023-07-08,Austin,6.7
2023-02-01,Phoenix,38.8
2023-03-18,,6.6
2023-01-16,Phoenix,34.6
2023-05-09,Austin,2.0
2023-09-24,Seattle,37.1
2023-10-04,Seattle,22.5
2023-12-17,Phoenix,9.9
2023-05-30,,28.3
2023-04-23,Seattle,38.5
2023-01-31,Phoenix,26.5
2023-05-17,,20.8
2023-12-15,Austin,16.8
2023-08-08,Phoenix,29.5
2023-10-05,Phoenix,16.1
2023-10-01,Austin,15.8
2023-02-13,New York,34.0
2023-02-19,New York,22.9
2023-07-19,Austin,7.7
2023-01-22,New York,8.6
,,17.8
2023-05-30,Phoenix,34.4
2023-05-29,Austin,35.7
2023-03-16,San Diego,40.0
2023-08-07,Phoenix,38.5
2023-12-30,Phoenix,7.8
2023-03-10,New York,15.9
2023-09-28,San Diego,29.2
2023-11-04,Seattle,26.8
,,18.0
2023-05-04,Austin,8.9
2023-11-10,Austin,7.2
2023-08-07,San Diego,6.3
2023-04-17,New York,0.6
2023-08-27,Phoenix,5.8
2023-06-19,Austin,35.8
2023-02-01,Seattle,13.8
2023-11-19,Phoenix,19.1
2023-08-25,Phoenix,
2023-06-09,Austin,
2023-01-14,New York,17.5
2023-05-02,Phoenix,28.7
2023-05-26,New York,18.9
2023-10-23,New York,18.3
2023-07-28,,25.4
2023-10-12,Seattle,3.2
,Phoenix,20.4
2023-10-14,New York,13.3
,New York,29.9
2023-06-14,Seattle,27.4
2023-08-17,,23.8
2023-11-05,,
2023-03-25,San Diego,20.4
2023-05-23,Austin,26.4
,San Diego,26.1
2023-12-13,New York,38.4
2023-06-05,New York,4.4
2023-01-23,Austin,6.5
2023-03-08,New York,
2023-10-29,San Diego,29.4
2023-07-31,Seattle,32.5
,New York,36.0
2023-05-26,New York,35.5
2023-10-23,Austin,9.0
2023-04-22,Austin,8.3
2023-11-10,New York,
,San Diego,0.7
2023-04-09,Phoenix,34.7
2023-06-15,San Diego,4.9
2023-10-07,Phoenix,32.7
2023-02-01,Seattle,17.0
2023-06-06,New York,32.4
2023-02-02,San Diego,19.6
2023-07-17,Seattle,9.2
2023-07-28,San Diego,21.0
,,21.1
2023-11-26,Seattle,3.2
2023-08-02,Austin,6.3
2023-07-07,Phoenix,
2023-01-12,Phoenix,18.1
2023-11-13,San Diego,
2023-08-13,Phoenix,25.3
2023-11-14,San Diego,31.8
2023-08-31,Austin,24.9
2023-03-17,Austin,29.3
2023-04-29,Phoenix,1.0
2023-05-26,Austin,36.3
2023-04-17,Austin,
2023-09-21,,2.2
2023-01-24,Phoenix,8.0
,New York,29.2
2023-08-10,Phoenix,
2023-05-29,New York,21.1
2023-12-25,Phoenix,25.8
2023-01-04,New York,3.2
2023-04-11,,
2023-06-01,San Diego,21.8
2023-03-29,Seattle,2.4
2023-03-07,Austin,13.6
2023-01-06,,20.9
2023-08-12,Seattle,0.9
,Phoenix,2.0
2023-11-23,Phoenix,
2023-01-20,Seattle,32.4
2023-11-09,Austin,37.6
,New York,23.6
2023-01-02,San Diego,
2023-10-26,Phoenix,1.7
2023-12-02,Austin,4.0
2023-04-21,,18.7
2023-04-12,Seattle,34.3
,New York,33.7
,Phoenix,14.6
2023-11-29,Austin,3.9
2023-05-05,Seattle,32.6
2023-10-30,New York,3.7
2023-01-27,Austin,33.8
2023-02-18,Austin,
2023-09-27,Seattle,38.9
,New York,7.2
,San Diego,13.8
2023-06-01,Austin,37.4
2023-10-13,Austin,17.2
2023-05-21,Seattle,0.5
2023-09-07,Seattle,2.8
2023-05-18,New York,
2023-11-24,New York,32.3
2023-12-12,New York,14.0
2023-07-29,Phoenix,36.1
,New York,9.7
2023-06-17,Phoenix,30.4
2023-11-02,Austin,24.5
2023-11-15,New York,27.2
2023-08-05,Austin,
2023-05-03,San Diego,19.4
2023-01-01,San Diego,
2023-11-07,Seattle,1.0
2023-08-11,New York,9.6
2023-01-10,Austin,19.1
2023-04-30,Phoenix,11.7
2023-09-25,Seattle,
2023-12-28,Phoenix,23.2
2023-11-07,,15.2
2023-07-08,New York,22.9
2023-06-09,,
2023-05-13,New York,17.5
2023-03-25,San Diego,34.8
2023-01-01,Phoenix,15.9
2023-10-17,Austin,9.9
2023-06-05,Seattle,8.3
2023-01-06,New York,24.6
2023-03-12,,39.2
2023-07-12,,16.4
2023-07-06,New York,22.0
2023-01-18,New York,24.5
2023-09-29,Seattle,29.0
2023-06-09,Austin,8.2
2023-03-06,Austin,31.1
2023-11-04,Austin,4.2
2023-01-20,Seattle,30.2
2023-12-18,New York,1.0
2023-03-28,New York,31.9
2023-08-03,Phoenix,3.5
2023-08-25,New York,31.7
2023-06-07,New York,4.3
2023-10-24,San Diego,16.1
2023-08-17,San Diego,7.7
2023-07-11,Austin,11.6
2023-07-17,Phoenix,36.1
2023-12-24,San Diego,
,,33.4
2023-10-10,Phoenix,27.8
2023-11-28,Phoenix,25.9
2023-11-14,Austin,10.0
2023-08-18,Phoenix,1.7
,San Diego,5.6
2023-10-27,Seattle,14.1
2023-02-09,Seattle,0.1
2023-09-06,New York,18.5
2023-11-10,,18.7
2023-11-04,Seattle,0.1
2023-07-11,New York,22.9
2023-09-23,New York,
2023-07-01,San Diego,10.5
2023-04-23,New York,34.1
,,
2023-07-12,San Diego,5.4
2023-06-14,,15.3
2023-10-05,Austin,12.9
2023-10-20,Austin,8.1
2023-03-21,San Diego,
2023-03-15,New York,23.5
2023-02-27,San Diego,21.7
2023-01-20,Phoenix,0.6
2023-01-06,Austin,23.6
2023-08-26,Phoenix,1.4
2023-05-28,Austin,39.5
2023-07-30,Austin,14.6
2023-09-28,Austin,28.6
,New York,35.0
2023-03-13,Seattle,
2023-12-20,Austin,24.3
2023-11-11,,4.4
